,episode,make_span,reward,no_op_cnt
79,26.0,2657.0,81.23232323232311,0.0
80,26.0,2655.0,81.63636363636382,0.0
81,27.0,2649.0,82.84848484848489,0.0
82,27.0,2754.0,61.636363636363455,0.0
83,27.0,2728.0,66.88888888888913,0.0
84,28.0,2593.0,94.16161616161622,0.0
85,28.0,2851.0,42.040404040403956,0.0
86,28.0,2615.0,89.7171717171716,0.0
87,29.0,2791.0,54.16161616161631,0.0
88,29.0,2699.0,72.74747474747483,0.0
89,29.0,2437.0,125.67676767676755,0.0
90,30.0,2825.0,47.292929292929365,0.0
91,30.0,2645.0,83.65656565656542,0.0
92,30.0,2784.0,55.57575757575768,0.0
93,31.0,2685.0,75.57575757575778,0.0
94,31.0,2772.0,58.0000000000001,0.0
95,31.0,2673.0,78.00000000000007,0.0
96,32.0,2704.0,71.73737373737367,0.0
97,32.0,2676.0,77.39393939393945,0.0
98,32.0,2595.0,93.75757575757584,0.0
99,33.0,2720.0,68.50505050505056,0.0
100,33.0,3113.0,-10.888888888888799,0.0
101,33.0,2822.0,47.89898989898994,0.0
102,34.0,2793.0,53.757575757575864,0.0
103,34.0,2563.0,100.22222222222238,0.0
104,34.0,2605.0,91.73737373737369,0.0
105,35.0,2538.0,105.27272727272731,0.0
106,35.0,2920.0,28.10101010101023,0.0
107,35.0,2606.0,91.53535353535345,0.0
108,36.0,2859.0,40.424242424242664,0.0
109,36.0,2701.0,72.3434343434343,0.0
110,36.0,2762.0,60.020202020201936,0.0
111,37.0,2713.0,69.91919191919186,0.0
112,37.0,2752.0,62.04040404040416,0.0
113,37.0,2641.0,84.46464646464665,0.0
114,38.0,3006.0,10.727272727272828,0.0
115,38.0,2695.0,73.55555555555553,0.0
116,38.0,2485.0,115.97979797979815,0.0
117,39.0,3096.0,-7.454545454545409,0.0
118,39.0,2741.0,64.26262626262636,0.0
119,39.0,2657.0,81.23232323232324,0.0
120,40.0,2547.0,103.4545454545456,0.0
121,40.0,2735.0,65.47474747474747,0.0
122,40.0,2556.0,101.63636363636382,0.0
123,41.0,2565.0,99.8181818181817,0.0
124,41.0,2781.0,56.18181818181826,0.0
125,41.0,2708.0,70.92929292929283,0.0
126,42.0,2717.0,69.11111111111127,0.0
127,42.0,2832.0,45.87878787878792,0.0
128,42.0,2825.0,47.29292929292937,0.0
129,43.0,2678.0,76.98989898989898,0.0
130,43.0,2829.0,46.48484848484836,0.0
131,43.0,2768.0,58.808080808080845,0.0
132,44.0,2818.0,48.70707070707088,0.0
133,44.0,2676.0,77.39393939393919,0.0
134,44.0,2507.0,111.53535353535354,0.0
135,45.0,2683.0,75.97979797979812,0.0
136,45.0,2736.0,65.27272727272724,0.0
137,45.0,2634.0,85.87878787878779,0.0
138,46.0,2575.0,97.79797979797964,0.0
139,46.0,2554.0,102.04040404040413,0.0
140,46.0,2617.0,89.31313131313156,0.0
141,47.0,2671.0,78.40404040404057,0.0
142,47.0,2604.0,91.93939393939405,0.0
143,47.0,2685.0,75.5757575757577,0.0
144,48.0,2580.0,96.78787878787897,0.0
145,48.0,2633.0,86.08080808080813,0.0
146,48.0,2696.0,73.3535353535355,0.0
147,49.0,2928.0,26.48484848484858,0.0
148,49.0,2804.0,51.53535353535367,0.0
149,49.0,2674.0,77.79797979797965,0.0
150,50.0,2674.0,77.79797979797988,0.0
151,50.0,2655.0,81.63636363636357,0.0
152,50.0,2730.0,66.48484848484847,0.0
153,51.0,2734.0,65.67676767676757,0.0
154,51.0,2559.0,101.03030303030312,0.0
155,51.0,2543.0,104.26262626262634,0.0
156,52.0,2738.0,64.86868686868696,0.0
157,52.0,2739.0,64.66666666666649,0.0
158,52.0,2598.0,93.15151515151516,0.0
159,53.0,2577.0,97.39393939393949,0.0
160,53.0,2705.0,71.53535353535352,0.0
161,53.0,2747.0,63.05050505050502,0.0
162,54.0,2813.0,49.71717171717158,0.0
163,54.0,2876.0,36.989898989898904,0.0
164,54.0,2777.0,56.98989898989903,0.0
165,55.0,2666.0,79.41414141414116,0.0
166,55.0,2978.0,16.38383838383835,0.0
167,55.0,2471.0,118.80808080808092,0.0
168,56.0,2664.0,79.81818181818181,0.0
169,56.0,2632.0,86.28282828282838,0.0
170,56.0,2582.0,96.38383838383854,0.0
171,57.0,2515.0,109.91919191919217,0.0
172,57.0,3035.0,4.868686868686854,0.0
173,57.0,2575.0,97.79797979797975,0.0
174,58.0,2712.0,70.12121212121208,0.0
175,58.0,2727.0,67.0909090909091,0.0
176,58.0,3079.0,-4.020202020201776,0.0
177,59.0,2692.0,74.16161616161621,0.0
178,59.0,2704.0,71.73737373737352,0.0
179,59.0,2816.0,49.1111111111112,0.0
180,60.0,2617.0,89.3131313131316,0.0
181,60.0,2590.0,94.7676767676767,0.0
182,60.0,2700.0,72.54545454545465,0.0
183,61.0,2648.0,83.05050505050514,0.0
184,61.0,2726.0,67.29292929292929,0.0
185,61.0,2868.0,38.60606060606062,0.0
186,62.0,2874.0,37.39393939393937,0.0
187,62.0,2678.0,76.9898989898992,0.0
188,62.0,2825.0,47.29292929292943,0.0
189,63.0,2456.0,121.83838383838382,0.0
190,63.0,2845.0,43.252525252525466,0.0
191,63.0,2744.0,63.65656565656563,0.0
192,64.0,2725.0,67.49494949494935,0.0
193,64.0,2607.0,91.3333333333332,0.0
194,64.0,2831.0,46.08080808080807,0.0
195,65.0,2428.0,127.49494949494958,0.0
196,65.0,2628.0,87.09090909090925,0.0
197,65.0,2651.0,82.44444444444443,0.0
198,66.0,2631.0,86.4848484848484,0.0
199,66.0,2734.0,65.67676767676767,0.0
200,66.0,2615.0,89.71717171717144,0.0
201,67.0,2739.0,64.66666666666653,0.0
202,67.0,2571.0,98.60606060606065,0.0
203,67.0,2525.0,107.89898989898983,0.0
204,68.0,2751.0,62.24242424242426,0.0
205,68.0,2878.0,36.58585858585862,0.0
206,68.0,2478.0,117.39393939393918,0.0
207,69.0,2611.0,90.5252525252524,0.0
208,69.0,2574.0,98.00000000000009,0.0
209,69.0,2660.0,80.62626262626257,0.0
210,70.0,2606.0,91.53535353535344,0.0
211,70.0,2679.0,76.78787878787863,0.0
212,70.0,2810.0,50.32323232323242,0.0
213,71.0,2778.0,56.78787878787867,0.0
214,71.0,2626.0,87.4949494949494,0.0
215,71.0,2514.0,110.12121212121211,0.0
216,72.0,2892.0,33.75757575757585,0.0
217,72.0,2865.0,39.21212121212149,0.0
218,72.0,2639.0,84.86868686868698,0.0
219,73.0,2678.0,76.98989898989885,0.0
220,73.0,2740.0,64.46464646464659,0.0
221,73.0,2701.0,72.34343434343435,0.0
222,74.0,2753.0,61.838383838384004,0.0
223,74.0,2737.0,65.0707070707069,0.0
224,74.0,2642.0,84.26262626262633,0.0
225,75.0,2528.0,107.29292929292932,0.0
226,75.0,2789.0,54.56565656565651,0.0
227,75.0,2615.0,89.71717171717167,0.0
228,76.0,2854.0,41.43434343434326,0.0
229,76.0,2781.0,56.18181818181819,0.0
230,76.0,2769.0,58.60606060606065,0.0
231,77.0,2649.0,82.8484848484849,0.0
232,77.0,2514.0,110.12121212121232,0.0
233,77.0,2604.0,91.93939393939401,0.0
234,78.0,2685.0,75.57575757575754,0.0
235,78.0,2673.0,77.9999999999998,0.0
236,78.0,2485.0,115.97979797979822,0.0
237,79.0,2883.0,35.57575757575768,0.0
238,79.0,2924.0,27.292929292929355,0.0
239,79.0,2692.0,74.16161616161612,0.0
240,80.0,2699.0,72.74747474747474,0.0
241,80.0,2753.0,61.838383838383834,0.0
242,80.0,2651.0,82.44444444444457,0.0
243,81.0,2761.0,60.22222222222233,0.0
244,81.0,2696.0,73.35353535353536,0.0
245,81.0,2812.0,49.919191919191974,0.0
246,82.0,2710.0,70.52525252525258,0.0
247,82.0,2739.0,64.66666666666663,0.0
248,82.0,2961.0,19.818181818181806,0.0
249,83.0,2601.0,92.54545454545453,0.0
250,83.0,2634.0,85.87878787878817,0.0
251,83.0,2569.0,99.01010101010125,0.0
252,84.0,2635.0,85.67676767676775,0.0
253,84.0,2779.0,56.58585858585845,0.0
254,84.0,2552.0,102.44444444444441,0.0
255,85.0,2989.0,14.16161616161602,0.0
256,85.0,2586.0,95.57575757575775,0.0
257,85.0,2546.0,103.65656565656583,0.0
258,86.0,2875.0,37.19191919191937,0.0
259,86.0,2883.0,35.57575757575758,0.0
260,86.0,2682.0,76.18181818181824,0.0
261,87.0,2629.0,86.88888888888911,0.0
262,87.0,2994.0,13.15151515151525,0.0
263,87.0,2758.0,60.828282828282795,0.0
264,88.0,2625.0,87.69696969696989,0.0
265,88.0,2729.0,66.68686868686876,0.0
266,88.0,2692.0,74.1616161616163,0.0
267,89.0,2551.0,102.64646464646471,0.0
268,89.0,2548.0,103.25252525252536,0.0
269,89.0,2675.0,77.59595959595976,0.0
270,90.0,2762.0,60.020202020202234,0.0
271,90.0,2782.0,55.97979797979795,0.0
272,90.0,2845.0,43.252525252525295,0.0
273,91.0,2944.0,23.252525252525388,0.0
274,91.0,2632.0,86.28282828282826,0.0
275,91.0,2814.0,49.51515151515163,0.0
276,92.0,2530.0,106.88888888888884,0.0
277,92.0,2646.0,83.45454545454551,0.0
278,92.0,2787.0,54.96969696969704,0.0
279,93.0,2704.0,71.73737373737383,0.0
280,93.0,2890.0,34.16161616161604,0.0
281,93.0,2704.0,71.73737373737393,0.0
282,94.0,2705.0,71.53535353535369,0.0
283,94.0,2899.0,32.34343434343416,0.0
284,94.0,2672.0,78.20202020202026,0.0
285,95.0,2619.0,88.90909090909099,0.0
286,95.0,2550.0,102.84848484848501,0.0
287,95.0,2657.0,81.23232323232332,0.0
288,96.0,2953.0,21.43434343434336,0.0
289,96.0,2764.0,59.61616161616172,0.0
290,96.0,2526.0,107.69696969696967,0.0
291,97.0,2737.0,65.07070707070726,0.0
292,97.0,2549.0,103.05050505050511,0.0
293,97.0,2867.0,38.808080808080945,0.0
294,98.0,2825.0,47.29292929292925,0.0
295,98.0,2641.0,84.46464646464656,0.0
296,98.0,2640.0,84.66666666666681,0.0
297,99.0,2533.0,106.28282828282826,0.0
298,99.0,2741.0,64.26262626262633,0.0
299,99.0,2552.0,102.4444444444446,0.0
300,100.0,2639.0,84.86868686868685,0.0
301,100.0,2480.0,116.98989898989898,0.0
302,100.0,2552.0,102.44444444444454,0.0
